frame,landmark,x,y,z,visibility
125,8,-0.029274832,1.4309245,-0.13987043,1.0
125,9,0.055257373,1.4628823,-0.18328393,1.0
125,10,0.011056276,1.4602228,-0.2206281,1.0
125,11,0.20231104,1.3142132,-0.013694445,1.0
125,12,-0.10423368,1.3898607,-0.011912681,1.0
125,13,0.34760278,1.230176,-0.17328922,1.0
125,14,-0.17968464,1.2347145,-0.18788166,1.0
125,15,0.27784652,1.2299099,-0.28463212,1.0
125,16,-0.059600823,1.2579702,-0.38743058,1.0
125,17,0.2518993,1.2691106,-0.33157206,1.0
125,18,0.018594218,1.287732,-0.47602072,1.0
125,19,0.19296528,1.267939,-0.29884142,1.0
125,20,0.06201104,1.315558,-0.4765738,1.0
125,21,0.26725322,1.2373277,-0.29496762,1.0
125,22,-0.0038260042,1.2847708,-0.43870208,1.0
125,23,0.07823731,0.8355338,0.005421536,1.0
125,24,-0.070230514,0.8387188,-0.019230122,1.0
125,25,0.08760701,0.44028884,-0.049530778,1.0
125,26,-0.07081617,0.49456328,-0.0069969366,1.0
125,27,0.1402673,0.10517454,0.10193543,1.0
125,28,-0.059297748,0.052406564,0.102691524,1.0
125,29,0.1062291,0.055395316,0.119486004,1.0
125,30,-0.060760744,0.035309013,0.10635944,1.0
125,31,0.111249626,0.05732624,0.061325442,1.0
125,32,-0.07431631,0.011287837,0.012401354,1.0
126,0,0.023646811,1.4764187,-0.24059759,1.0
126,1,0.044300836,1.4999263,-0.24121352,1.0
126,2,0.04605356,1.4819304,-0.22740975,1.0
126,3,0.022599919,1.5066272,-0.24489462,1.0
126,4,0.018474571,1.5161415,-0.2711954,1.0
126,5,0.031393886,1.4914707,-0.26257285,1.0
126,6,0.035978273,1.4772953,-0.23437773,1.0
126,7,0.06558139,1.4618922,-0.13290626,1.0
126,8,-0.04627962,1.4180392,-0.15361673,1.0
126,9,0.041983344,1.4469663,-0.19107075,1.0
126,10,0.002374895,1.4454157,-0.23255935,1.0
126,11,0.18426368,1.3020048,-0.022188177,1.0
126,12,-0.1163554,1.3687727,-0.011772405,1.0
126,13,0.29851112,1.2166938,-0.16563015,1.0
126,14,-0.20838405,1.2277851,-0.20309408,1.0
126,15,0.2210291,1.2309326,-0.28313744,1.0
126,16,-0.116321385,1.2526101,-0.38631165,1.0
126,17,0.16850565,1.2542557,-0.31777444,1.0
126,18,-0.034337472,1.2818818,-0.47143427,1.0
126,19,0.13009866,1.2672861,-0.302701,1.0
126,20,0.013436317,1.3044869,-0.46933192,1.0
126,21,0.20108595,1.2394552,-0.29381743,1.0
126,22,-0.06323618,1.2749211,-0.4294827,1.0
126,23,0.08629107,0.8217712,0.026858525,1.0
126,24,-0.07631803,0.84089786,-0.03051907,1.0
126,25,0.087235995,0.429885,-0.048762165,1.0
126,26,-0.07406849,0.50025296,-0.046262197,1.0
126,27,0.10780363,0.08443138,0.08528483,1.0
126,28,-0.093150735,0.063182734,0.06068688,1.0
126,29,0.07658251,0.04237601,0.10447449,1.0
126,30,-0.102504425,0.04554133,0.056643996,1.0
126,31,0.09748972,0.035359755,0.046390407,1.0
126,32,-0.09899368,0.016752008,-0.037212223,1.0
127,0,0.012005809,1.4765521,-0.25187144,1.0
127,1,0.038413323,1.4934381,-0.25716752,1.0
127,2,0.034268353,1.4822024,-0.2221781,1.0
127,3,0.020491697,1.5017678,-0.2468725,1.0
127,4,0.015393449,1.5240034,-0.27178976,1.0
127,5,0.021203341,1.4983824,-0.27584907,1.0
127,6,0.02473292,1.4844545,-0.25382477,1.0
127,7,0.061590616,1.4649221,-0.1374657,1.0
127,8,-0.05813173,1.4200475,-0.16913582,1.0
127,9,0.037258208,1.4544241,-0.19933018,1.0
127,10,-0.0011286773,1.4494774,-0.24857031,1.0
127,11,0.17752254,1.3109901,-0.02767228,1.0
127,12,-0.11713218,1.3708643,-0.020310957,1.0
127,13,0.2739349,1.2210147,-0.15303901,1.0
127,14,-0.22672068,1.2376168,-0.21687238,1.0
127,15,0.19254881,1.2478606,-0.28252098,1.0
127,16,-0.1589604,1.2672645,-0.39134017,1.0
127,17,0.12371942,1.2606828,-0.30804268,1.0
127,18,-0.07921357,1.2853291,-0.4702731,1.0
127,19,0.10138626,1.2783892,-0.3027049,1.0
127,20,-0.025203131,1.3146037,-0.46912348,1.0
127,21,0.17006104,1.256079,-0.29057476,1.0
127,22,-0.10625008,1.2792311,-0.4192976,1.0
127,23,0.09548058,0.82628727,0.043369234,1.0
127,24,-0.082337014,0.84923655,-0.0434872,1.0
127,25,0.08790535,0.4291586,-0.04142208,1.0
127,26,-0.0842313,0.5167092,-0.07312121,1.0
127,27,0.082835786,0.072532475,0.08674497,1.0
127,28,-0.13344328,0.086292684,0.040337525,1.0
127,29,0.05116994,0.028038729,0.10493947,1.0
127,30,-0.14659983,0.06585417,0.026154622,1.0
127,31,0.08831602,0.01683766,0.044355143,1.0
127,32,-0.12599729,0.033060484,-0.06914043,1.0
128,0,0.010482828,1.478159,-0.2558701,1.0
128,1,0.037309233,1.4947447,-0.26192966,1.0
128,2,0.033075448,1.4844958,-0.22023407,1.0
128,3,0.02107934,1.5023664,-0.24907611,1.0
128,4,0.012172522,1.527691,-0.27135685,1.0
128,5,0.018343434,1.5018576,-0.27949235,1.0
128,6,0.023324626,1.4909774,-0.2574802,1.0
128,7,0.0604071,1.4703922,-0.1398866,1.0
128,8,-0.06048074,1.420806,-0.17098828,1.0
128,9,0.03586319,1.4575713,-0.20192438,1.0
128,10,-0.0020823665,1.4536705,-0.25243393,1.0
128,11,0.17671177,1.3172517,-0.029106496,1.0
128,12,-0.1147629,1.3757781,-0.02430825,1.0
128,13,0.2698635,1.2259718,-0.14813766,1.0
128,14,-0.2303609,1.2440217,-0.22036907,1.0
128,15,0.18589434,1.2556359,-0.28114578,1.0
128,16,-0.16566144,1.2736909,-0.395386,1.0
128,17,0.11520375,1.2658863,-0.30675614,1.0
128,18,-0.08782818,1.2905608,-0.47130358,1.0
128,19,0.09516925,1.2839918,-0.30363375,1.0
128,20,-0.029874707,1.3220053,-0.47258458,1.0
128,21,0.16720095,1.263953,-0.28662184,1.0
128,22,-0.11378772,1.2858021,-0.41725063,1.0
128,23,0.09662222,0.83083683,0.04432448,1.0
128,24,-0.08439871,0.8507244,-0.04554766,1.0
128,25,0.08456813,0.4316138,-0.036779735,1.0
128,26,-0.08903419,0.52313143,-0.07452489,1.0
128,27,0.07549409,0.07180507,0.09276631,1.0
128,28,-0.14521705,0.09857552,0.044333644,1.0
128,29,0.04266937,0.021920465,0.11204824,1.0
128,30,-0.16231723,0.07725872,0.028103463,1.0
128,31,0.08400453,0.0103046205,0.05119474,1.0
128,32,-0.13725284,0.042529188,-0.06787935,1.0
129,0,0.0153959645,1.4797658,-0.26247272,1.0
129,1,0.040664114,1.4946172,-0.265109,1.0
129,2,0.038166374,1.485378,-0.21914005,1.0
129,3,0.021203836,1.5018275,-0.25177252,1.0
129,4,0.010549976,1.5323079,-0.27013636,1.0
129,5,0.018160962,1.5011798,-0.2834656,1.0
129,6,0.022708045,1.4963784,-0.2579484,1.0
129,7,0.057717968,1.4751419,-0.14015426,1.0
129,8,-0.06391952,1.4147323,-0.17266694,1.0
129,9,0.03665392,1.4582343,-0.20451824,1.0
129,10,-0.0056569297,1.4574648,-0.25472033,1.0
129,11,0.17624247,1.3272307,-0.02858202,1.0
129,12,-0.10929509,1.3834662,-0.028705273,1.0
129,13,0.26800025,1.2331384,-0.14082648,1.0
129,14,-0.23471345,1.2468973,-0.2276873,1.0
129,15,0.18080902,1.2690946,-0.27631548,1.0
129,16,-0.16382223,1.2859864,-0.403392,1.0
129,17,0.10636518,1.2729381,-0.3002861,1.0
129,18,-0.08653636,1.2966126,-0.47764972,1.0
129,19,0.08745973,1.2901825,-0.3031356,1.0
129,20,-0.02094496,1.3374708,-0.47581518,1.0
129,21,0.16616118,1.2777504,-0.27827638,1.0
129,22,-0.11232592,1.2923094,-0.41732228,1.0
129,23,0.09776542,0.8368753,0.047246788,1.0
129,24,-0.087216444,0.849394,-0.0503945,1.0
129,25,0.06977397,0.43682393,-0.021324435,1.0
129,26,-0.08678151,0.5234862,-0.07084047,1.0
129,27,0.066340804,0.069835,0.11358485,1.0
129,28,-0.14977317,0.10204944,0.046255253,1.0
129,29,0.024664156,0.015940553,0.13698497,1.0
129,30,-0.17235,0.08158267,0.028405003,1.0
129,31,0.07256528,0.004057247,0.07917346,1.0
129,32,-0.13873176,0.04151977,-0.0725306,1.0
130,0,0.014240949,1.481187,-0.2614253,1.0
130,1,0.040519685,1.4951978,-0.2632636,1.0
130,2,0.03627366,1.4857138,-0.21795118,1.0
130,3,0.021371508,1.5015914,-0.2513614,1.0
130,4,0.0117579345,1.5337429,-0.26868162,1.0
130,5,0.017447885,1.5018631,-0.28299358,1.0
130,6,0.02080286,1.495845,-0.25922963,1.0
130,7,0.05813684,1.4755033,-0.14033374,1.0
130,8,-0.065263934,1.4157104,-0.1729555,1.0
130,9,0.036155418,1.4597584,-0.20354953,1.0
130,10,-0.006082246,1.4579766,-0.25291905,1.0
130,11,0.1752748,1.3281205,-0.028568465,1.0
130,12,-0.10897436,1.383038,-0.02785885,1.0
130,13,0.2640647,1.2347761,-0.14204061,1.0
130,14,-0.23530029,1.2482351,-0.226442,1.0
130,15,0.17575121,1.2710326,-0.27755034,1.0
130,16,-0.16386878,1.2874634,-0.40077806,1.0
130,17,0.09938628,1.2731175,-0.30016744,1.0
130,18,-0.08615645,1.2973186,-0.47664464,1.0
130,19,0.08150174,1.2920309,-0.3030959,1.0
130,20,-0.021332182,1.3395478,-0.47321925,1.0
130,21,0.15970978,1.2796888,-0.2800745,1.0
130,22,-0.11323227,1.2922009,-0.41485006,1.0
130,23,0.0981705,0.83654994,0.04845798,1.0
130,24,-0.08727406,0.8497926,-0.0519811,1.0
130,25,0.07073777,0.43579087,-0.021583445,1.0
130,26,-0.08623531,0.5223526,-0.073026605,1.0
130,27,0.06714077,0.069104694,0.11266548,1.0
130,28,-0.15299311,0.09931467,0.04251509,1.0
130,29,0.026928592,0.017646374,0.13682838,1.0
130,30,-0.17254072,0.078503266,0.021763558,1.0
130,31,0.074805394,0.0022563534,0.07839577,1.0
130,32,-0.13904433,0.03862621,-0.07838725,1.0
131,0,0.012021668,1.4824971,-0.26161844,1.0
131,1,0.038413886,1.4964616,-0.26319748,1.0
131,2,0.033521656,1.4867513,-0.21692184,1.0
131,3,0.020293709,1.5018482,-0.25203624,1.0
131,4,0.0101323575,1.5346286,-0.26796964,1.0
131,5,0.015184823,1.5036604,-0.2827865,1.0
131,6,0.018812984,1.4975286,-0.25987482,1.0
131,7,0.05783276,1.4773458,-0.14172602,1.0
131,8,-0.067314684,1.4175649,-0.17247103,1.0
131,9,0.0349323,1.4610344,-0.2044771,1.0
131,10,-0.0070418734,1.4586052,-0.2525686,1.0
131,11,0.1741354,1.3293238,-0.030175334,1.0
131,12,-0.10866667,1.3835164,-0.026914787,1.0
131,13,0.260887,1.2357788,-0.14262652,1.0
131,14,-0.23589955,1.250073,-0.22473457,1.0
131,15,0.17139965,1.2711345,-0.27858073,1.0
131,16,-0.16699134,1.2870435,-0.3980043,1.0
131,17,0.094584934,1.2724901,-0.3002507,1.0
131,18,-0.08877679,1.2977628,-0.47348955,1.0
131,19,0.07725263,1.2919788,-0.30358973,1.0
131,20,-0.024227358,1.3398806,-0.47093186,1.0
131,21,0.1558797,1.2801312,-0.28014347,1.0
131,22,-0.11664145,1.2929333,-0.412398,1.0
131,23,0.09744745,0.83691,0.04803573,1.0
131,24,-0.087199986,0.85059375,-0.052052386,1.0
131,25,0.071180604,0.43574268,-0.022786854,1.0
131,26,-0.08806527,0.52296525,-0.0735819,1.0
131,27,0.0665851,0.069201976,0.111679934,1.0
131,28,-0.15613484,0.10109758,0.044133656,1.0
131,29,0.02782908,0.017345138,0.1354713,1.0
131,30,-0.17476386,0.080192246,0.022005355,1.0
131,31,0.07424715,2.7492177e-05,0.07615919,1.0
131,32,-0.14270185,0.04027597,-0.07772974,1.0
132,0,0.010100364,1.4910381,-0.23833334,1.0
132,1,0.03907237,1.5003905,-0.23958959,1.0
132,2,0.034998074,1.4965031,-0.19572893,1.0
132,3,0.023327788,1.5047137,-0.23166437,1.0
132,4,0.014005678,1.5401318,-0.24674897,1.0
132,5,0.015464881,1.5125446,-0.26034245,1.0
132,6,0.023453614,1.5008141,-0.23851337,1.0
132,7,0.06184451,1.4819589,-0.11929528,1.0
132,8,-0.0632028,1.4298027,-0.1490016,1.0
132,9,0.03916365,1.4673469,-0.18361033,1.0
132,10,-0.0035563335,1.4599763,-0.22869262,1.0
132,11,0.17217577,1.3321521,-0.0231173,1.0
132,12,-0.10383703,1.3867769,0.0009550564,1.0
132,13,0.25927404,1.2440422,-0.13711144,1.0
132,14,-0.22433573,1.2532799,-0.19323121,1.0
132,15,0.17138344,1.2808268,-0.2717586,1.0
132,16,-0.16162145,1.2887449,-0.36958164,1.0
132,17,0.090815365,1.2875859,-0.29543003,1.0
132,18,-0.0882177,1.3007748,-0.44291916,1.0
132,19,0.075063474,1.304403,-0.2946324,1.0
132,20,-0.030840382,1.3450145,-0.43995643,1.0
132,21,0.14979312,1.2881913,-0.26838624,1.0
132,22,-0.11675094,1.301622,-0.38239807,1.0
132,23,0.096734196,0.84021044,0.03887494,1.0
132,24,-0.08517183,0.856936,-0.045602612,1.0
132,25,0.07303529,0.43433103,-0.032941647,1.0
132,26,-0.08079064,0.53059435,-0.078282714,1.0
132,27,0.06662505,0.064211935,0.08780854,1.0
132,28,-0.14886376,0.10989666,0.0390914,1.0
132,29,0.03253912,0.014768459,0.109022625,1.0
132,30,-0.16666703,0.08278974,0.017294783,1.0
132,31,0.0677698,-0.0014523882,0.043473106,1.0
132,32,-0.14382474,0.051298946,-0.079475485,1.0
133,0,0.009487049,1.4954816,-0.23018046,1.0
133,1,0.037918594,1.5033106,-0.23094234,1.0
133,2,0.0348509,1.5010283,-0.18790376,1.0
133,3,0.023519699,1.50682,-0.22401446,1.0
133,4,0.013810016,1.5436122,-0.23942159,1.0
133,5,0.014225643,1.5173312,-0.25154808,1.0
133,6,0.024308475,1.503223,-0.23033498,1.0
133,7,0.06244691,1.4848924,-0.11115212,1.0
133,8,-0.063628994,1.4357023,-0.13978812,1.0
133,9,0.040103123,1.4701136,-0.17676283,1.0
133,10,-0.004002666,1.4616915,-0.21973109,1.0
133,11,0.17094342,1.3347944,-0.019980177,1.0
133,12,-0.10219643,1.3890578,0.012356479,1.0
133,13,0.2595976,1.248675,-0.13278222,1.0
133,14,-0.22131433,1.2556437,-0.18073355,1.0
133,15,0.17311016,1.2869121,-0.26673347,1.0
133,16,-0.16068876,1.2903563,-0.35713726,1.0
133,17,0.09171708,1.2957739,-0.2902807,1.0
133,18,-0.08896303,1.3039908,-0.42847735,1.0
133,19,0.07590121,1.3111281,-0.28834864,1.0
133,20,-0.033776388,1.3490415,-0.42606568,1.0
133,21,0.1491265,1.2943059,-0.2610593,1.0
133,22,-0.1180184,1.3070589,-0.3701623,1.0
133,23,0.095915526,0.8423709,0.03540289,1.0
133,24,-0.08496997,0.8598697,-0.04355497,1.0
133,25,0.07311442,0.434677,-0.035646107,1.0
133,26,-0.07767322,0.53333616,-0.0791245,1.0
133,27,0.06703149,0.06302025,0.08153295,1.0
133,28,-0.14488958,0.113258936,0.039179683,1.0
133,29,0.034472793,0.013532987,0.10178561,1.0
133,30,-0.1614789,0.08335031,0.017675268,1.0
133,31,0.06474817,-0.0024296213,0.033937406,1.0
133,32,-0.14358951,0.054588486,-0.07867856,1.0
134,0,0.011108103,1.4973338,-0.2087404,1.0
134,1,0.039482817,1.5013252,-0.20856768,1.0
134,2,0.03817299,1.5037311,-0.16570619,1.0
134,3,0.02877242,1.5036689,-0.201217,1.0
134,4,0.01527486,1.5422329,-0.216831,1.0
134,5,0.012223018,1.5211414,-0.22714143,1.0
134,6,0.027989546,1.5047098,-0.21039104,1.0
134,7,0.06623842,1.4880028,-0.090539284,1.0
134,8,-0.06270281,1.4393266,-0.114905626,1.0
134,9,0.044569455,1.4693698,-0.15861006,1.0
134,10,-0.0017227605,1.4582485,-0.19618754,1.0
134,11,0.16532414,1.3385346,-0.008971689,1.0
134,12,-0.094412416,1.3906214,0.034976564,1.0
134,13,0.25038227,1.2515152,-0.11667592,1.0
134,14,-0.21091509,1.2545459,-0.15645522,1.0
134,15,0.16567636,1.294652,-0.25295052,1.0
134,16,-0.15047438,1.2904477,-0.3356593,1.0
134,17,0.08153604,1.3017255,-0.27560103,1.0
134,18,-0.08717971,1.3053336,-0.40390003,1.0
134,19,0.06612395,1.3165082,-0.27615216,1.0
134,20,-0.030179905,1.3543631,-0.40004072,1.0
134,21,0.13891894,1.2981665,-0.23861857,1.0
134,22,-0.11403473,1.3135204,-0.3429209,1.0
134,23,0.09275108,0.84688586,0.029593978,1.0
134,24,-0.0871899,0.86026585,-0.040389337,1.0
134,25,0.070464134,0.43644705,-0.03307567,1.0
134,26,-0.071857184,0.53470427,-0.08011879,1.0
134,27,0.065065704,0.06217695,0.0786877,1.0
134,28,-0.1393677,0.12159385,0.041783445,1.0
134,29,0.036135476,0.009658402,0.09968013,1.0
134,30,-0.1570457,0.086376175,0.019498669,1.0
134,31,0.060999423,-0.0053456547,0.030577816,1.0
134,32,-0.14212132,0.0620404,-0.076381326,1.0
135,0,0.0033229534,1.4995664,-0.13279134,1.0
135,1,0.045295276,1.4622625,-0.11887805,1.0
135,2,0.025597315,1.5021014,-0.08522171,1.0
135,3,0.048803728,1.4767225,-0.09820507,1.0
135,4,0.017667757,1.5261666,-0.1274151,1.0
135,5,-0.0053894077,1.5419072,-0.12843166,1.0
135,6,0.022000192,1.4877541,-0.15043828,1.0
135,7,0.08655049,1.4733894,-0.008808693,1.0
135,8,-0.049978916,1.457019,-0.017988266,1.0
135,9,0.050333545,1.4902618,-0.09093183,1.0
135,10,0.012331877,1.4132503,-0.119657055,1.0
135,11,0.14037709,1.3380798,0.032174874,1.0
135,12,-0.078072086,1.3781599,0.11754312,1.0
135,13,0.18095636,1.2278343,-0.087154314,1.0
135,14,-0.17846096,1.2137319,-0.055812787,1.0
135,15,0.12033785,1.2507247,-0.24478166,1.0
135,16,-0.166112,1.2337987,-0.2598659,1.0
135,17,0.021020688,1.2210717,-0.2680587,1.0
135,18,-0.16030356,1.2219766,-0.3530924,1.0
135,19,0.020944342,1.2569962,-0.27943137,1.0
135,20,-0.09109782,1.291367,-0.32515132,1.0
135,21,0.074262135,1.221703,-0.21717206,1.0
135,22,-0.15801969,1.2500447,-0.2370131,1.0
135,23,0.0866391,0.8558949,0.03245443,1.0
135,24,-0.084887244,0.8702635,-0.038391158,1.0
135,25,0.07104061,0.4292581,-0.04103279,1.0
135,26,-0.048159532,0.54112893,-0.12032448,1.0
135,27,0.043879062,0.044682343,0.014950993,1.0
135,28,-0.13105029,0.15506086,0.0025558323,1.0
135,29,0.022245692,0.017948603,0.035094317,1.0
135,30,-0.14994499,0.089772366,-0.047332708,1.0
135,31,0.046662424,-0.011207384,-0.035864376,1.0
135,32,-0.123410344,0.0920097,-0.12835291,1.0
136,0,-0.0041171294,1.5025101,-0.093476504,1.0
136,1,0.059472196,1.435004,-0.07061905,1.0
136,2,0.02676527,1.49846,-0.058135428,1.0
136,3,0.051732745,1.4631276,-0.026663389,1.0
136,4,0.008158864,1.5141088,-0.085647374,1.0
136,5,-0.007085476,1.5467579,-0.057978835,1.0
136,6,-0.0036635771,1.4602298,-0.11244411,1.0
136,7,0.1013876,1.4556142,0.037262082,1.0
136,8,-0.02395776,1.4666206,0.045997918,1.0
136,9,0.062298283,1.4967291,-0.03869253,1.0
136,10,0.016605033,1.3767488,-0.07096541,1.0
136,11,0.13632387,1.3339653,0.0513631,1.0
136,12,-0.07221416,1.359037,0.19642183,1.0
136,13,0.1481096,1.197975,-0.08391763,1.0
136,14,-0.1421198,1.1528449,0.098938175,1.0
136,15,0.10416962,1.1822891,-0.23511778,1.0
136,16,-0.21893437,1.1556257,-0.06620432,1.0
136,17,0.023988396,1.1240457,-0.24351388,1.0
136,18,-0.2498146,1.1211232,-0.16716108,1.0
136,19,0.034369376,1.1684552,-0.26816186,1.0
136,20,-0.18627849,1.1967838,-0.12580036,1.0
136,21,0.070978224,1.125355,-0.20913984,1.0
136,22,-0.22467302,1.1412028,-0.043688368,1.0
136,23,0.08105693,0.86126727,0.028576432,1.0
136,24,-0.08557002,0.871665,-0.028887076,1.0
136,25,0.085968375,0.41976556,-0.08756126,1.0
136,26,-0.03639433,0.53799564,-0.12828016,1.0
136,27,0.04742407,0.029438507,-0.08079343,1.0
136,28,-0.12058535,0.16568215,-0.049921297,1.0
136,29,0.013579868,0.03417327,-0.06969412,1.0
136,30,-0.123051554,0.09157952,-0.108287394,1.0
136,31,0.026246006,0.0050179623,-0.14037693,1.0
136,32,-0.09475105,0.103579745,-0.18543485,1.0
137,0,-0.008416393,1.5006019,-0.10422802,1.0
137,1,0.0626045,1.4349798,-0.0768276,1.0
137,2,0.027255977,1.496696,-0.069638915,1.0
137,3,0.04668875,1.4634382,-0.03414708,1.0
137,4,0.0077003045,1.5128869,-0.094778165,1.0
137,5,-0.0048060385,1.543166,-0.06470336,1.0
137,6,-0.004811494,1.4565532,-0.11900096,1.0
137,7,0.103029765,1.4564005,0.028006295,1.0
137,8,-0.02073966,1.4666582,0.042528115,1.0
137,9,0.059435084,1.4915391,-0.044852637,1.0
137,10,0.01763942,1.3757913,-0.07461057,1.0
137,11,0.14145549,1.3331381,0.039640035,1.0
137,12,-0.070091195,1.3546575,0.20081379,1.0
137,13,0.15449174,1.1926286,-0.09795881,1.0
137,14,-0.14914404,1.1473043,0.11655481,1.0
137,15,0.11541843,1.1749563,-0.24578163,1.0
137,16,-0.25097767,1.1578456,-0.039703567,1.0
137,17,0.039274856,1.111168,-0.24749729,1.0
137,18,-0.2845327,1.1117258,-0.13508153,1.0
137,19,0.05197909,1.1590264,-0.2788835,1.0
137,20,-0.22434679,1.1875114,-0.09718727,1.0
137,21,0.08729612,1.1165589,-0.21949054,1.0
137,22,-0.25750792,1.131254,-0.018695919,1.0
137,23,0.08322774,0.8575269,0.025670886,1.0
137,24,-0.08564141,0.86781454,-0.03021863,1.0
137,25,0.08539762,0.42105654,-0.097147495,1.0
137,26,-0.03856394,0.5396163,-0.12182192,1.0
137,27,0.04881984,0.030267823,-0.08559114,1.0
137,28,-0.12133849,0.17025504,-0.04923097,1.0
137,29,0.0119262785,0.032336894,-0.075327106,1.0
137,30,-0.12508096,0.099443555,-0.102401495,1.0
137,31,0.020356411,0.008232575,-0.14732507,1.0
137,32,-0.093750514,0.10694667,-0.18232465,1.0
138,0,-0.037470467,1.4758048,-0.1293704,1.0
138,1,0.054682534,1.4275761,-0.08158032,1.0
138,2,0.023398459,1.49454,-0.08191944,1.0
138,3,0.030357413,1.4628371,-0.035317168,1.0
138,4,0.010324845,1.5161225,-0.09857795,1.0
138,5,-0.0030364078,1.5324143,-0.0769779,1.0
138,6,-0.014899314,1.4549339,-0.15147619,1.0
138,7,0.093682,1.457832,0.010315072,1.0
138,8,-0.0060209325,1.465802,0.034741558,1.0
138,9,0.048106864,1.4877723,-0.049886428,1.0
138,10,0.008801024,1.3761573,-0.08275276,1.0
138,11,0.14453451,1.346127,-0.0045400793,1.0
138,12,-0.05591533,1.3646777,0.22617292,1.0
138,13,0.12838764,1.1458856,-0.11886611,1.0
138,14,-0.15800364,1.1060855,0.22218515,1.0
138,15,0.06886868,1.0705001,-0.23824207,1.0
138,16,-0.35956022,1.0972692,0.121000946,1.0
138,17,0.005273926,0.98172575,-0.23591352,1.0
138,18,-0.41942695,1.0192163,0.043358795,1.0
138,19,0.042934597,1.0427495,-0.28844288,1.0
138,20,-0.36576024,1.078447,0.074414015,1.0
138,21,0.066286415,1.015334,-0.21321352,1.0
138,22,-0.37435287,1.0508828,0.14863917,1.0
138,23,0.087889545,0.8432614,0.014796333,1.0
138,24,-0.08948541,0.857799,-0.025473705,1.0
138,25,0.075368404,0.41387972,-0.13862103,1.0
138,26,-0.061098702,0.55310833,-0.10341799,1.0
138,27,0.05183293,0.024238475,-0.14799339,1.0
138,28,-0.12761466,0.19560571,-0.04224784,1.0
138,29,0.014317786,0.018746616,-0.109929025,1.0
138,30,-0.12671985,0.12853947,-0.10673283,1.0
138,31,0.010668376,0.0086038,-0.17161505,1.0
138,32,-0.09402274,0.10435124,-0.17050357,1.0
139,0,-0.037884135,1.4826449,-0.15552913,1.0
139,1,0.048679046,1.423082,-0.11572176,1.0
139,2,0.009930643,1.4927803,-0.09622298,1.0
139,3,0.021183744,1.4705435,-0.061402008,1.0
139,4,-0.0060733315,1.5189508,-0.120199755,1.0
139,5,-0.006456867,1.5288401,-0.104801826,1.0
139,6,-0.025185617,1.4631662,-0.16936064,1.0
139,7,0.087691054,1.4640261,-0.01428112,1.0
139,8,-0.008776813,1.4678687,0.0126440525,1.0
139,9,0.03528954,1.4966722,-0.08420793,1.0
139,10,-0.0044313837,1.3841021,-0.10795082,1.0
139,11,0.15168853,1.3487421,-0.03941098,1.0
139,12,-0.060026836,1.3616891,0.18841892,1.0
139,13,0.13882278,1.1473848,-0.16659057,1.0
139,14,-0.1657191,1.0873351,0.19626863,1.0
139,15,0.10441414,1.0597603,-0.32256097,1.0
139,16,-0.36008644,1.0842576,0.07776896,1.0
139,17,0.045468736,0.96693164,-0.3240328,1.0
139,18,-0.4215461,0.9763296,-0.0017559612,1.0
139,19,0.075988114,1.0260234,-0.37539476,1.0
139,20,-0.36855495,1.0415288,0.018740613,1.0
139,21,0.09475395,0.9992121,-0.303008,1.0
139,22,-0.37931898,1.0152781,0.09748039,1.0
139,23,0.08544113,0.85581404,0.00362384,1.0
139,24,-0.08708555,0.86121553,-0.013282278,1.0
139,25,0.0778799,0.42485225,-0.1390789,1.0
139,26,-0.063334934,0.54826,-0.08808418,1.0
139,27,0.060641654,0.04098109,-0.13419043,1.0
139,28,-0.130269,0.19658299,-0.014912268,1.0
139,29,0.029781023,0.034025304,-0.10268528,1.0
139,30,-0.12850244,0.13662197,-0.08380683,1.0
139,31,0.028278038,0.023981854,-0.16137029,1.0
139,32,-0.10824442,0.114396304,-0.14624918,1.0
140,0,-0.041099932,1.483956,-0.16696803,1.0
140,1,0.043420546,1.4243295,-0.12998134,1.0
140,2,0.0029978296,1.493737,-0.10794842,1.0
140,3,0.016565511,1.4716542,-0.07567895,1.0
140,4,-0.012256781,1.5211192,-0.13321833,1.0
140,5,-0.008957082,1.5268638,-0.12090896,1.0
140,6,-0.029082851,1.466081,-0.1788336,1.0
140,7,0.08391173,1.4672115,-0.028753417,1.0
140,8,-0.011720807,1.4649837,0.0003258423,1.0
140,9,0.030497847,1.4962242,-0.09592106,1.0
140,10,-0.010074362,1.388596,-0.119327344,1.0
140,11,0.15166126,1.3474561,-0.048560616,1.0
140,12,-0.061540805,1.3628702,0.17487824,1.0
140,13,0.14456737,1.1499746,-0.17249721,1.0
140,14,-0.170709,1.0851961,0.19230741,1.0
140,15,0.11794696,1.0548221,-0.32948276,1.0
140,16,-0.3610622,1.0788624,0.07344597,1.0
140,17,0.0609867,0.96264166,-0.33212447,1.0
140,18,-0.41776234,0.96710694,0.00032758527,1.0
140,19,0.08924634,1.0189894,-0.37839684,1.0
140,20,-0.36601415,1.0315425,0.012428554,1.0
140,21,0.10809133,0.99703205,-0.310209,1.0
140,22,-0.37967208,1.0064548,0.09096682,1.0
140,23,0.085854895,0.8580212,0.0007897706,1.0
140,24,-0.086973965,0.85885215,-0.009088809,1.0
140,25,0.07810027,0.42948478,-0.13652565,1.0
140,26,-0.065642625,0.5472494,-0.082055576,1.0
