frame,landmark,x,y,z,visibility
3,17,0.28158545,0.78664064,-0.006276599,1.0
3,18,-0.2398318,0.84233576,-0.15506707,1.0
3,19,0.26681775,0.7737002,-0.028848628,1.0
3,20,-0.2107524,0.8745597,-0.20336239,1.0
3,21,0.2996658,0.8006336,-0.009678266,1.0
3,22,-0.23262694,0.890117,-0.15076803,1.0
3,23,0.07289635,0.83152694,0.02638488,1.0
3,24,-0.091372535,0.84927535,-0.029435296,1.0
3,25,0.08273769,0.44579297,-0.06127003,1.0
3,26,-0.0646629,0.52590734,-0.07753993,1.0
3,27,0.06718079,0.09551626,0.04649152,1.0
3,28,-0.066491105,0.13588579,0.07110577,1.0
3,29,0.030005824,0.051961858,0.060571115,1.0
3,30,-0.05962553,0.11602333,0.050693948,1.0
3,31,0.040859565,0.034919664,0.010509535,1.0
3,32,-0.06727158,0.057939585,-0.016148187,1.0
4,0,0.00717372,1.4668273,-0.30256736,1.0
4,1,0.037225433,1.4844567,-0.28641126,1.0
4,2,0.03856065,1.4878851,-0.2788749,1.0
4,3,0.02263124,1.5043439,-0.27478546,1.0
4,4,0.010204429,1.4978297,-0.30090654,1.0
4,5,0.012103979,1.4974816,-0.31306428,1.0
4,6,0.015626654,1.4901204,-0.27738872,1.0
4,7,0.073915295,1.4663422,-0.16226579,1.0
4,8,-0.046277795,1.4358748,-0.16705018,1.0
4,9,0.04126948,1.4420375,-0.23782344,1.0
4,10,0.0118340915,1.4321054,-0.25856608,1.0
4,11,0.16206054,1.3021405,-0.0336123,1.0
4,12,-0.11319562,1.37665,0.003731805,1.0
4,13,0.24642259,1.0573859,0.019911949,1.0
4,14,-0.20530641,1.0957342,0.002387261,1.0
4,15,0.28501546,0.8429669,0.015458763,1.0
4,16,-0.2930482,0.9008131,-0.10902535,1.0
4,17,0.30268094,0.78816956,0.0007252707,1.0
4,18,-0.26485363,0.840681,-0.12868877,1.0
4,19,0.29021445,0.77284443,-0.023180623,1.0
4,20,-0.23469383,0.87598056,-0.17753421,1.0
4,21,0.31697315,0.8000747,-0.0015023893,1.0
4,22,-0.2535383,0.8897728,-0.12443058,1.0
4,23,0.073240675,0.8331298,0.023383642,1.0
4,24,-0.09167339,0.84738624,-0.028006775,1.0
4,25,0.08617107,0.44475916,-0.06801382,1.0
4,26,-0.059996795,0.5248574,-0.07761698,1.0
4,27,0.070343636,0.09765252,0.039982058,1.0
4,28,-0.060865685,0.13828225,0.067693114,1.0
4,29,0.033980936,0.053396527,0.0530179,1.0
4,30,-0.0558355,0.116382174,0.04578968,1.0
4,31,0.043370612,0.036747627,0.0037180488,1.0
4,32,-0.06486243,0.059305716,-0.021508701,1.0
5,0,0.006965677,1.466003,-0.29882768,1.0
5,1,0.037546,1.4836186,-0.28250352,1.0
5,2,0.039160017,1.4862729,-0.2753534,1.0
5,3,0.023308491,1.5025779,-0.27135086,1.0
5,4,0.010300027,1.4966024,-0.29798633,1.0
5,5,0.0129618365,1.496184,-0.30935702,1.0
5,6,0.016629865,1.4881622,-0.27431765,1.0
5,7,0.07523532,1.4647558,-0.15837923,1.0
5,8,-0.046115562,1.435401,-0.16369718,1.0
5,9,0.04261721,1.4426134,-0.23459263,1.0
5,10,0.012309147,1.4309379,-0.255001,1.0
5,11,0.16201898,1.3014824,-0.030545587,1.0
5,12,-0.11314791,1.3759727,0.007392957,1.0
5,13,0.24943082,1.0571439,0.024670266,1.0
5,14,-0.2049046,1.0943556,0.008617703,1.0
5,15,0.29075888,0.8424039,0.020918747,1.0
5,16,-0.29771593,0.9000045,-0.100314386,1.0
5,17,0.30830526,0.78819275,0.00742734,1.0
5,18,-0.2719947,0.8406647,-0.1202601,1.0
5,19,0.2967092,0.7728279,-0.016572868,1.0
5,20,-0.24086134,0.8756541,-0.16992009,1.0
5,21,0.32180825,0.80008054,0.005158836,1.0
5,22,-0.25889817,0.889608,-0.11641561,1.0
5,23,0.07289959,0.83313245,0.02277529,1.0
5,24,-0.09086626,0.8464848,-0.027813507,1.0
5,25,0.08838062,0.4430007,-0.07103326,1.0
5,26,-0.058082636,0.5245909,-0.07833528,1.0
5,27,0.071120314,0.09835764,0.03634665,1.0
5,28,-0.058936596,0.13868292,0.06618944,1.0
5,29,0.03523769,0.0540856,0.048130766,1.0
5,30,-0.054316662,0.114695154,0.04311892,1.0
5,31,0.0435712,0.036805257,-0.0010076079,1.0
5,32,-0.06392158,0.059242833,-0.024829324,1.0
6,0,0.008134103,1.4707023,-0.2903475,1.0
6,1,0.0383326,1.4846995,-0.27115646,1.0
6,2,0.04003136,1.491607,-0.26948348,1.0
6,3,0.02572994,1.504302,-0.2589928,1.0
6,4,0.010054225,1.4970692,-0.29048258,1.0
6,5,0.01412214,1.5015588,-0.2989357,1.0
6,6,0.021194698,1.4881486,-0.2649185,1.0
6,7,0.07985514,1.4663746,-0.1479943,1.0
6,8,-0.04567125,1.4434688,-0.15149722,1.0
6,9,0.04742799,1.4502126,-0.22590226,1.0
6,10,0.014109925,1.4300418,-0.24708551,1.0
6,11,0.1634096,1.3080747,-0.027837938,1.0
6,12,-0.107577875,1.3804083,0.02170181,1.0
6,13,0.25219026,1.0649258,0.022721503,1.0
6,14,-0.20590466,1.1036762,0.028042253,1.0
6,15,0.2977771,0.8529695,0.023231266,1.0
6,16,-0.30738276,0.91257745,-0.0782249,1.0
6,17,0.31313875,0.7987217,0.00845222,1.0
6,18,-0.29342544,0.8505196,-0.09748559,1.0
6,19,0.30285442,0.78558606,-0.014363393,1.0
6,20,-0.2586882,0.8872197,-0.14707746,1.0
6,21,0.32560277,0.8111243,0.008684144,1.0
6,22,-0.2753944,0.9014332,-0.09040513,1.0
6,23,0.07410416,0.8370632,0.020963162,1.0
6,24,-0.091092855,0.84819806,-0.029241843,1.0
6,25,0.09163468,0.44169497,-0.07103387,1.0
6,26,-0.056581452,0.52510315,-0.07733578,1.0
6,27,0.088113636,0.10206289,0.038579285,1.0
6,28,-0.057058424,0.14523295,0.06532919,1.0
6,29,0.050644644,0.05830991,0.052526698,1.0
6,30,-0.05197972,0.114488184,0.042650685,1.0
6,31,0.06068873,0.038221344,0.0034011602,1.0
6,32,-0.06843706,0.060096715,-0.026123308,1.0
7,0,0.009144919,1.47192,-0.2904254,1.0
7,1,0.03875778,1.4879792,-0.2677633,1.0
7,2,0.040204335,1.4961528,-0.2692003,1.0
7,3,0.028202917,1.5060219,-0.2561592,1.0
7,4,0.0127488,1.4981444,-0.28955796,1.0
7,5,0.016278734,1.5046356,-0.29624373,1.0
7,6,0.02376858,1.4893998,-0.26479954,1.0
7,7,0.083061606,1.468936,-0.14843026,1.0
7,8,-0.04534165,1.4479764,-0.14966905,1.0
7,9,0.04969813,1.4533973,-0.22478618,1.0
7,10,0.016641969,1.4313804,-0.24619512,1.0
7,11,0.16503017,1.3116095,-0.02796211,1.0
7,12,-0.10531777,1.3827937,0.02526801,1.0
7,13,0.25449654,1.0663493,0.021229126,1.0
7,14,-0.2096073,1.1109725,0.030193333,1.0
7,15,0.29897335,0.85713905,0.024470132,1.0
7,16,-0.31578335,0.9204041,-0.07803435,1.0
7,17,0.3135355,0.8016614,0.0087352805,1.0
7,18,-0.3065499,0.8604375,-0.09652755,1.0
7,19,0.3058677,0.79318315,-0.014701473,1.0
7,20,-0.27113375,0.89549166,-0.14606124,1.0
7,21,0.32685912,0.81759477,0.009531766,1.0
7,22,-0.28767198,0.91045266,-0.08695378,1.0
7,23,0.07471862,0.838201,0.021985298,1.0
7,24,-0.09052433,0.8485443,-0.031095944,1.0
7,25,0.094252154,0.44154307,-0.07383027,1.0
7,26,-0.057310093,0.52234244,-0.07790898,1.0
7,27,0.09428864,0.101396896,0.038084984,1.0
7,28,-0.05722586,0.1421638,0.06749648,1.0
7,29,0.056507826,0.061355826,0.054146335,1.0
7,30,-0.050365865,0.10933501,0.041335125,1.0
7,31,0.066386044,0.03889478,0.004326494,1.0
7,32,-0.06839583,0.054234657,-0.027422179,1.0
8,0,0.010294466,1.4728426,-0.28333795,1.0
8,1,0.040086493,1.4873531,-0.26049352,1.0
8,2,0.040964656,1.4967165,-0.264074,1.0
8,3,0.031059789,1.5046065,-0.24977092,1.0
8,4,0.014015148,1.4975181,-0.2827035,1.0
8,5,0.017484132,1.5046601,-0.28911868,1.0
8,6,0.026065683,1.4879409,-0.25852886,1.0
8,7,0.08584363,1.4687184,-0.14293416,1.0
8,8,-0.043885674,1.4495537,-0.14256668,1.0
8,9,0.05236519,1.4546227,-0.2191688,1.0
8,10,0.018588288,1.429877,-0.24023151,1.0
8,11,0.1652829,1.3126926,-0.02526879,1.0
8,12,-0.10222919,1.3837744,0.030684453,1.0
8,13,0.25455385,1.0674925,0.022355646,1.0
8,14,-0.20732167,1.1116955,0.036162563,1.0
8,15,0.29917395,0.85943425,0.025339432,1.0
8,16,-0.31503478,0.9237063,-0.07381384,1.0
8,17,0.31186166,0.8031551,0.011093751,1.0
8,18,-0.30951452,0.8634591,-0.09302316,1.0
8,19,0.30455783,0.7969759,-0.0135568,1.0
8,20,-0.27249715,0.8983408,-0.14174037,1.0
8,21,0.32560083,0.82019395,0.0132947955,1.0
8,22,-0.28956667,0.91413105,-0.08194693,1.0
8,23,0.07369047,0.83835465,0.020899381,1.0
8,24,-0.08961901,0.84856653,-0.03169426,1.0
8,25,0.093755856,0.43996885,-0.073478274,1.0
8,26,-0.055622622,0.5224181,-0.07771604,1.0
8,27,0.09447826,0.10045607,0.036523096,1.0
8,28,-0.057341583,0.14357878,0.06724801,1.0
8,29,0.0569028,0.06090271,0.05308341,1.0
8,30,-0.050477035,0.10828828,0.04105375,1.0
8,31,0.06503162,0.038136095,0.0032285312,1.0
8,32,-0.070275865,0.055716407,-0.02923045,1.0
9,0,0.012652597,1.4750777,-0.28607762,1.0
9,1,0.03774668,1.4902939,-0.2621197,1.0
9,2,0.041318968,1.5012176,-0.26562127,1.0
9,3,0.032118365,1.5071228,-0.2506932,1.0
9,4,0.0112678055,1.4985981,-0.2830352,1.0
9,5,0.015794646,1.511432,-0.28811127,1.0
9,6,0.028552884,1.4934307,-0.25939786,1.0
9,7,0.08713681,1.4742233,-0.14610888,1.0
9,8,-0.04707019,1.4507451,-0.14112231,1.0
9,9,0.053923503,1.4603755,-0.22068045,1.0
9,10,0.017442185,1.431319,-0.24228665,1.0
9,11,0.16561316,1.3186443,-0.02311714,1.0
9,12,-0.09763284,1.3881564,0.0303999,1.0
9,13,0.2536031,1.0738069,0.020589232,1.0
9,14,-0.20984352,1.1225451,0.03465792,1.0
9,15,0.29961836,0.8666794,0.023768796,1.0
9,16,-0.31238022,0.9334264,-0.07565625,1.0
9,17,0.31114817,0.8099282,0.010167262,1.0
9,18,-0.31001383,0.87750185,-0.09471237,1.0
9,19,0.3025887,0.8054735,-0.015855411,1.0
9,20,-0.26877433,0.9138843,-0.14392376,1.0
9,21,0.32473367,0.82876307,0.015047904,1.0
9,22,-0.28984764,0.92851263,-0.08258108,1.0
9,23,0.07392704,0.84297895,0.021046892,1.0
9,24,-0.090251036,0.84993964,-0.03208149,1.0
9,25,0.08929867,0.44337666,-0.06798305,1.0
9,26,-0.061087698,0.5215598,-0.07246652,1.0
9,27,0.09780426,0.10696423,0.052006297,1.0
9,28,-0.058538236,0.14762719,0.07821002,1.0
9,29,0.058494654,0.060796615,0.07244879,1.0
9,30,-0.052620396,0.11077593,0.052342646,1.0
9,31,0.06994847,0.041052647,0.022676451,1.0
9,32,-0.07297391,0.057827774,-0.018775739,1.0
10,0,0.007947476,1.487167,-0.28408125,1.0
10,1,0.034858916,1.508679,-0.26173705,1.0
10,2,0.037986327,1.5152402,-0.27014625,1.0
10,3,0.033321865,1.5225401,-0.2582193,1.0
10,4,0.008166835,1.5082076,-0.28282827,1.0
10,5,0.009826813,1.5242893,-0.28868094,1.0
10,6,0.028819231,1.5087869,-0.25877738,1.0
10,7,0.08830678,1.4907359,-0.15172653,1.0
10,8,-0.05101652,1.4655147,-0.13842472,1.0
10,9,0.05291286,1.472707,-0.22337757,1.0
10,10,0.017841052,1.4450846,-0.24319135,1.0
10,11,0.16449763,1.3297994,-0.024671609,1.0
10,12,-0.094999984,1.4002944,0.029397935,1.0
10,13,0.2528857,1.0847132,0.020713616,1.0
10,14,-0.20604588,1.1346626,0.03786765,1.0
10,15,0.29793048,0.8791029,0.016462905,1.0
10,16,-0.3120567,0.9394345,-0.080035314,1.0
10,17,0.3067279,0.8273223,0.010381706,1.0
10,18,-0.31162605,0.88766354,-0.0960006,1.0
10,19,0.29868868,0.8195569,-0.021719651,1.0
10,20,-0.26892218,0.9181132,-0.14960802,1.0
10,21,0.32661995,0.8397587,0.01532359,1.0
10,22,-0.28615934,0.9391537,-0.08676956,1.0
10,23,0.07220477,0.8500405,0.016076224,1.0
10,24,-0.08855014,0.85932195,-0.031712063,1.0
10,25,0.08741167,0.44569203,-0.0685945,1.0
10,26,-0.07338105,0.5405693,-0.06391294,1.0
10,27,0.08918897,0.11024908,0.050804548,1.0
10,28,-0.07672814,0.17510849,0.101684004,1.0
10,29,0.05424398,0.056050707,0.069496214,1.0
10,30,-0.072143346,0.1329035,0.07837883,1.0
10,31,0.05843794,0.037865464,0.017572861,1.0
10,32,-0.09469772,0.086287305,0.007445732,1.0
11,0,0.0061186976,1.4900571,-0.28238752,1.0
11,1,0.033459615,1.5135251,-0.2613616,1.0
11,2,0.036492303,1.5188046,-0.27084798,1.0
11,3,0.033847168,1.5257609,-0.25989354,1.0
11,4,0.007107353,1.511375,-0.2822346,1.0
11,5,0.00799356,1.5284126,-0.28772312,1.0
11,6,0.028143303,1.5128249,-0.25836378,1.0
11,7,0.0891421,1.4958199,-0.15364271,1.0
11,8,-0.05208466,1.4690256,-0.13670915,1.0
11,9,0.052627727,1.4763875,-0.22297855,1.0
11,10,0.017764691,1.4485034,-0.24238384,1.0
11,11,0.16366605,1.333417,-0.023820015,1.0
11,12,-0.09281547,1.402977,0.028912501,1.0
11,13,0.2517085,1.0888029,0.022357307,1.0
11,14,-0.20419058,1.1383511,0.04130538,1.0
11,15,0.2970577,0.88269615,0.016768647,1.0
11,16,-0.31188402,0.94089645,-0.07933919,1.0
11,17,0.3034572,0.83189684,0.013575306,1.0
11,18,-0.31156164,0.8914335,-0.093397856,1.0
11,19,0.29587507,0.82369095,-0.019996986,1.0
11,20,-0.2688647,0.919018,-0.14848869,1.0
11,21,0.3256707,0.8436647,0.018171607,1.0
11,22,-0.28537235,0.9425934,-0.08477186,1.0
11,23,0.071410365,0.85165584,0.015504435,1.0
11,24,-0.08814128,0.8617064,-0.03229246,1.0
11,25,0.08689071,0.44607306,-0.06892159,1.0
11,26,-0.07751429,0.54728574,-0.06234209,1.0
11,27,0.083611265,0.11013036,0.050067037,1.0
11,28,-0.085381396,0.18417309,0.10636786,1.0
11,29,0.050433416,0.05334327,0.067388944,1.0
11,30,-0.08171479,0.14020728,0.08283162,1.0
11,31,0.05188347,0.0350155,0.013871486,1.0
11,32,-0.10372012,0.09631638,0.0127189215,1.0
12,0,0.0029789917,1.4755402,-0.27431697,1.0
12,1,0.037697613,1.5079215,-0.2613481,1.0
12,2,0.037228763,1.5099026,-0.27510402,1.0
12,3,0.030561205,1.5231397,-0.26682895,1.0
12,4,0.011726676,1.5016513,-0.2828219,1.0
12,5,0.005757735,1.524282,-0.2914569,1.0
12,6,0.02778094,1.4994056,-0.2639585,1.0
12,7,0.08592627,1.4848197,-0.15355887,1.0
12,8,-0.055710707,1.4594213,-0.14233173,1.0
12,9,0.049891263,1.462721,-0.22123037,1.0
12,10,0.02117958,1.442046,-0.24822472,1.0
12,11,0.15862224,1.3219304,-0.025753649,1.0
12,12,-0.09211349,1.3916719,0.028131612,1.0
12,13,0.23128322,1.0822897,0.018416546,1.0
12,14,-0.19866872,1.1379448,0.021664891,1.0
12,15,0.25399128,0.88749284,0.002237922,1.0
12,16,-0.29166657,0.93729854,-0.09066788,1.0
12,17,0.23774728,0.8460422,0.0055392473,1.0
12,18,-0.2778385,0.89473426,-0.10304428,1.0
12,19,0.23803528,0.82911074,-0.025280515,1.0
12,20,-0.24302232,0.91926044,-0.15982735,1.0
12,21,0.27587956,0.85118014,0.006451428,1.0
12,22,-0.25823218,0.9429402,-0.094227456,1.0
12,23,0.07519306,0.83321077,0.022446249,1.0
12,24,-0.088144995,0.8621465,-0.035626482,1.0
12,25,0.08258637,0.43432754,-0.06093663,1.0
12,26,-0.08415909,0.5662001,-0.068929605,1.0
12,27,0.068337925,0.09942146,0.04935386,1.0
12,28,-0.109342426,0.20955868,0.097692,1.0
12,29,0.033360418,0.041071516,0.061980914,1.0
12,30,-0.101816095,0.161197,0.07976191,1.0
12,31,0.039431278,0.02228162,0.0034811348,1.0
12,32,-0.11609721,0.12459754,0.016865741,1.0
13,0,-0.0005346667,1.4707999,-0.2706878,1.0
13,1,0.037950292,1.50781,-0.26115334,1.0
13,2,0.03773333,1.5048099,-0.27442253,1.0
13,3,0.028214162,1.5234044,-0.26714075,1.0
13,4,0.013625841,1.4986393,-0.28232455,1.0
13,5,0.005485578,1.52351,-0.29291064,1.0
13,6,0.026856488,1.4945247,-0.26550764,1.0
13,7,0.083819225,1.4802328,-0.15138914,1.0
13,8,-0.057232063,1.4564223,-0.14415888,1.0
13,9,0.04617545,1.4591273,-0.22046381,1.0
13,10,0.021387286,1.4403435,-0.24982592,1.0
13,11,0.15757313,1.3165004,-0.025862854,1.0
13,12,-0.09297969,1.3871517,0.028823579,1.0
13,13,0.22503595,1.0813676,0.01770959,1.0
13,14,-0.19544104,1.1356851,0.015021216,1.0
13,15,0.24214944,0.88961655,-0.0023627477,1.0
13,16,-0.28418487,0.9348387,-0.09470357,1.0
13,17,0.21924332,0.85128,0.003947126,1.0
13,18,-0.2639698,0.8942622,-0.107783936,1.0
13,19,0.22294621,0.83168936,-0.023763526,1.0
13,20,-0.23271379,0.9197281,-0.16297162,1.0
13,21,0.2605868,0.8530004,0.002477187,1.0
13,22,-0.24712496,0.94002396,-0.098232046,1.0
13,23,0.0770019,0.8253981,0.026585087,1.0
13,24,-0.08679966,0.86282563,-0.037075773,1.0
13,25,0.08370824,0.42959252,-0.05951162,1.0
13,26,-0.08346641,0.5729271,-0.07891623,1.0
13,27,0.06027759,0.093602344,0.044569604,1.0
13,28,-0.11801064,0.21568085,0.08614595,1.0
13,29,0.02269603,0.035789013,0.053021304,1.0
13,30,-0.10841472,0.16836776,0.07115835,1.0
13,31,0.030718314,0.015079982,-0.009533038,1.0
13,32,-0.11905763,0.13494225,0.00905822,1.0
14,0,-0.002196705,1.4754549,-0.26426473,1.0
14,1,0.036571752,1.5126795,-0.25656494,1.0
14,2,0.037482265,1.5068362,-0.26704246,1.0
14,3,0.026733184,1.5274246,-0.26301783,1.0
14,4,0.012883638,1.5044006,-0.27780423,1.0
14,5,0.004639839,1.5279429,-0.2881953,1.0
14,6,0.024973786,1.4975395,-0.26058874,1.0
14,7,0.082313485,1.4839556,-0.14646289,1.0
14,8,-0.05823146,1.4604053,-0.14091879,1.0
14,9,0.0441211,1.4624817,-0.21543975,1.0
14,10,0.019659467,1.4456878,-0.24547143,1.0
14,11,0.15610555,1.3210475,-0.021644631,1.0
14,12,-0.09352182,1.3907166,0.032358296,1.0
14,13,0.22308058,1.0888746,0.020094845,1.0
14,14,-0.1888776,1.1359199,0.015960798,1.0
14,15,0.23317009,0.89804137,-0.0014636926,1.0
14,16,-0.2685824,0.938197,-0.09391521,1.0
14,17,0.20736949,0.86153316,0.0076338393,1.0
14,18,-0.24503464,0.8982375,-0.108373,1.0
14,19,0.21091655,0.8422759,-0.019519066,1.0
14,20,-0.21484686,0.92413324,-0.16130133,1.0
14,21,0.24903917,0.86222935,0.0040213014,1.0
14,22,-0.23050119,0.94346327,-0.098467365,1.0
14,23,0.07770781,0.8269984,0.02737599,1.0
14,24,-0.085197605,0.866567,-0.03646093,1.0
14,25,0.083060555,0.42933282,-0.057460703,1.0
14,26,-0.08262734,0.57573825,-0.08195511,1.0
14,27,0.05788739,0.09108713,0.042867854,1.0
14,28,-0.1215546,0.2147565,0.08049434,1.0
14,29,0.019492812,0.033174843,0.04927325,1.0
14,30,-0.11102577,0.16855466,0.065519,1.0
14,31,0.028003432,0.0131287165,-0.015256852,1.0
14,32,-0.121451564,0.13734226,0.0032683397,1.0
15,0,-0.0015549622,1.4823072,-0.2669717,1.0
15,1,0.030663177,1.5184937,-0.25830278,1.0
15,2,0.029981224,1.5133464,-0.26146126,1.0
15,3,0.02844786,1.5280118,-0.26425636,1.0
15,4,0.007642313,1.5102378,-0.2774258,1.0
15,5,0.002415622,1.5318615,-0.2889817,1.0
15,6,0.0202447,1.503426,-0.2576881,1.0
15,7,0.07821393,1.4923258,-0.1548159,1.0
15,8,-0.059219625,1.4605861,-0.13951525,1.0
15,9,0.043040328,1.4626253,-0.21149805,1.0
15,10,0.018414102,1.4515728,-0.24288636,1.0
15,11,0.15421939,1.3290358,-0.022859009,1.0
15,12,-0.091360435,1.3968784,0.029735614,1.0
15,13,0.22066088,1.0921421,0.018023077,1.0
15,14,-0.1819627,1.1349673,0.018098254,1.0
15,15,0.21485001,0.9027441,-0.007762616,1.0
15,16,-0.2443692,0.93907505,-0.09829636,1.0
15,17,0.18677688,0.8615024,0.005242321,1.0
15,18,-0.216938,0.901099,-0.10441231,1.0
15,19,0.18675874,0.84833515,-0.026034951,1.0
15,20,-0.1850265,0.92405194,-0.15760069,1.0
15,21,0.2342593,0.87046075,-0.0014012058,1.0
